Bus Stop Start,Bus Stop End,Estimated Fare,Estimated Time
Gurgaon,Rajiv Chowk,28.96,118
India Gate,Rajiv Chowk,79.4,46
Red Fort,Gurgaon,39.61,18
Karol Bagh,Nehru Place,20.13,57
Nehru Place,India Gate,58.68,15
India Gate,Gurgaon,21.29,40
Connaught Place,Rajiv Chowk,42.18,61
Red Fort,Nehru Place,89.36,12
Chandni Chowk,Red Fort,43.22,98
Rajiv Chowk,Hauz Khas,66.93,151
Delhi University,Nehru Place,56.32,93
Red Fort,Hauz Khas,22.4,43
India Gate,Nehru Place,68.42,48
Chandni Chowk,Rajiv Chowk,87.04,90
Hauz Khas,Karol Bagh,18.39,29
Rajiv Chowk,Gurgaon,77.83,174
Chandni Chowk,India Gate,72.12,25
Rajiv Chowk,Connaught Place,88.0,175
Rajiv Chowk,Nehru Place,19.37,128
Gurgaon,Connaught Place,37.51,112
India Gate,Delhi University,72.49,20
Chandni Chowk,Gurgaon,11.98,61
Rajiv Chowk,Karol Bagh,76.07,157
Karol Bagh,India Gate,87.22,179
Red Fort,India Gate,50.8,132
Hauz Khas,Chandni Chowk,49.09,19
Hauz Khas,Nehru Place,35.06,83
Rajiv Chowk,Red Fort,10.45,167
Chandni Chowk,Hauz Khas,26.77,75
Chandni Chowk,Connaught Place,98.19,133
India Gate,Hauz Khas,88.06,127
Connaught Place,Nehru Place,33.99,65
Connaught Place,Gurgaon,96.74,93
Delhi University,Hauz Khas,43.09,106
Delhi University,Red Fort,36.78,172
India Gate,Chandni Chowk,23.75,68
Gurgaon,India Gate,91.14,168
Nehru Place,Hauz Khas,98.83,46
India Gate,Connaught Place,39.47,164
Karol Bagh,Rajiv Chowk,73.31,178
Karol Bagh,Connaught Place,40.18,138
Connaught Place,Karol Bagh,19.45,155
Karol Bagh,Gurgaon,45.34,68
Red Fort,Chandni Chowk,59.64,42
Hauz Khas,Rajiv Chowk,21.07,27
Connaught Place,Red Fort,83.64,17
Karol Bagh,Hauz Khas,54.76,128
Chandni Chowk,Nehru Place,31.09,154
Chandni Chowk,Karol Bagh,63.35,137
Nehru Place,Gurgaon,81.39,116
India Gate,Red Fort,39.49,40
Karol Bagh,Chandni Chowk,73.13,40
Rajiv Chowk,Delhi University,48.51,172
Connaught Place,Chandni Chowk,96.76,163
Gurgaon,Delhi University,79.38,92
Red Fort,Connaught Place,42.07,158
Karol Bagh,Red Fort,11.6,25
Hauz Khas,Delhi University,69.18,176
Gurgaon,Chandni Chowk,27.81,159
Gurgaon,Nehru Place,20.97,149
Nehru Place,Chandni Chowk,93.86,79
Red Fort,Karol Bagh,100.0,95
Gurgaon,Karol Bagh,34.29,128
Rajiv Chowk,India Gate,37.16,117
Red Fort,Rajiv Chowk,24.85,155
Delhi University,Connaught Place,51.19,27
Hauz Khas,Connaught Place,87.93,159
Delhi University,Karol Bagh,73.14,61
Nehru Place,Red Fort,86.17,12
Chandni Chowk,Delhi University,30.56,68
Connaught Place,Delhi University,75.74,58
Nehru Place,Rajiv Chowk,92.67,51
Delhi University,India Gate,35.33,39
Red Fort,Delhi University,72.16,106
Gurgaon,Red Fort,46.06,86
Connaught Place,India Gate,36.12,59
Gurgaon,Hauz Khas,97.27,127
Nehru Place,Delhi University,41.38,48
Nehru Place,Connaught Place,19.71,54
Hauz Khas,Red Fort,44.97,91
Delhi University,Gurgaon,50.29,137
India Gate,Karol Bagh,77.7,167
Connaught Place,Hauz Khas,95.49,78
Hauz Khas,Gurgaon,83.54,160
Delhi University,Chandni Chowk,93.78,174
Nehru Place,Karol Bagh,52.76,89
Karol Bagh,Delhi University,74.74,169
Hauz Khas,India Gate,37.81,155
Delhi University,Rajiv Chowk,16.26,74
Rajiv Chowk,Chandni Chowk,42.89,25
Gurgaon,Rajiv Chowk,72.81,103
India Gate,Rajiv Chowk,34.72,113
Red Fort,Gurgaon,87.53,44
Karol Bagh,Nehru Place,81.17,136
Nehru Place,India Gate,27.46,87
India Gate,Gurgaon,39.78,133
Connaught Place,Rajiv Chowk,84.28,107
Red Fort,Nehru Place,31.95,64
Chandni Chowk,Red Fort,39.84,126
Rajiv Chowk,Hauz Khas,40.88,69
Delhi University,Nehru Place,82.09,134
Red Fort,Hauz Khas,13.33,157
India Gate,Nehru Place,16.64,14
Chandni Chowk,Rajiv Chowk,62.06,175
Hauz Khas,Karol Bagh,45.74,88
Rajiv Chowk,Gurgaon,66.96,112
Chandni Chowk,India Gate,33.98,59
Rajiv Chowk,Connaught Place,91.86,38
Rajiv Chowk,Nehru Place,78.48,94
Gurgaon,Connaught Place,16.1,117
India Gate,Delhi University,80.55,144
Chandni Chowk,Gurgaon,97.26,134
Rajiv Chowk,Karol Bagh,94.82,66
Karol Bagh,India Gate,76.19,12
Red Fort,India Gate,21.12,83
Hauz Khas,Chandni Chowk,61.85,37
Hauz Khas,Nehru Place,35.58,121
Rajiv Chowk,Red Fort,97.32,103
Chandni Chowk,Hauz Khas,74.57,44
Chandni Chowk,Connaught Place,64.97,143
India Gate,Hauz Khas,72.56,66
Connaught Place,Nehru Place,49.42,34
Connaught Place,Gurgaon,43.55,55
Delhi University,Hauz Khas,94.22,22
Delhi University,Red Fort,39.87,14
India Gate,Chandni Chowk,13.73,110
Gurgaon,India Gate,46.08,174
Nehru Place,Hauz Khas,81.13,103
India Gate,Connaught Place,68.36,176
Karol Bagh,Rajiv Chowk,96.6,84
Karol Bagh,Connaught Place,19.56,52
Connaught Place,Karol Bagh,92.04,45
Karol Bagh,Gurgaon,43.2,108
Red Fort,Chandni Chowk,52.66,68
Hauz Khas,Rajiv Chowk,48.56,31
Connaught Place,Red Fort,20.48,80
Karol Bagh,Hauz Khas,32.3,150
Chandni Chowk,Nehru Place,76.8,52
Chandni Chowk,Karol Bagh,12.07,161
Nehru Place,Gurgaon,22.05,162
India Gate,Red Fort,12.27,137
Karol Bagh,Chandni Chowk,87.16,84
Rajiv Chowk,Delhi University,65.56,64
Connaught Place,Chandni Chowk,25.29,114
Gurgaon,Delhi University,79.19,91
Red Fort,Connaught Place,97.01,78
Karol Bagh,Red Fort,94.11,164
Hauz Khas,Delhi University,92.94,50
Gurgaon,Chandni Chowk,10.7,17
Gurgaon,Nehru Place,63.01,140
Nehru Place,Chandni Chowk,33.1,108
Red Fort,Karol Bagh,60.82,107
Gurgaon,Karol Bagh,38.62,39
Rajiv Chowk,India Gate,23.83,76
Red Fort,Rajiv Chowk,50.0,125
Delhi University,Connaught Place,54.56,56
Hauz Khas,Connaught Place,99.08,177
Delhi University,Karol Bagh,13.81,122
Nehru Place,Red Fort,37.1,63
Chandni Chowk,Delhi University,86.67,24
Connaught Place,Delhi University,69.37,168
Nehru Place,Rajiv Chowk,84.4,159
Delhi University,India Gate,69.43,174
Red Fort,Delhi University,78.36,79
Gurgaon,Red Fort,54.36,178
Connaught Place,India Gate,28.44,118
Gurgaon,Hauz Khas,82.9,154
Nehru Place,Delhi University,61.1,17
Nehru Place,Connaught Place,22.56,157
Hauz Khas,Red Fort,82.44,12
Delhi University,Gurgaon,96.27,70
India Gate,Karol Bagh,41.15,170
Connaught Place,Hauz Khas,36.42,109
Hauz Khas,Gurgaon,17.36,156
Delhi University,Chandni Chowk,69.8,61
Nehru Place,Karol Bagh,96.31,57
Karol Bagh,Delhi University,22.24,131
Hauz Khas,India Gate,53.66,71
Delhi University,Rajiv Chowk,18.84,155
Rajiv Chowk,Chandni Chowk,13.07,76
Gurgaon,Rajiv Chowk,69.81,19
India Gate,Rajiv Chowk,88.09,80
Red Fort,Gurgaon,40.38,31
Karol Bagh,Nehru Place,88.82,55
Nehru Place,India Gate,20.53,17
India Gate,Gurgaon,31.42,83
Connaught Place,Rajiv Chowk,91.14,121
Red Fort,Nehru Place,55.77,156
Chandni Chowk,Red Fort,64.74,14
Rajiv Chowk,Hauz Khas,13.42,123
Delhi University,Nehru Place,21.56,158
Red Fort,Hauz Khas,15.02,23
India Gate,Nehru Place,91.45,128
Chandni Chowk,Rajiv Chowk,22.13,153
Hauz Khas,Karol Bagh,86.47,132
Rajiv Chowk,Gurgaon,41.59,63
Chandni Chowk,India Gate,82.05,79
Rajiv Chowk,Connaught Place,42.85,175
Rajiv Chowk,Nehru Place,34.09,143
Gurgaon,Connaught Place,18.43,62
India Gate,Delhi University,35.26,122
Chandni Chowk,Gurgaon,52.43,70
Rajiv Chowk,Karol Bagh,83.58,69
Karol Bagh,India Gate,50.73,40
Red Fort,India Gate,97.43,145
Hauz Khas,Chandni Chowk,58.75,93
Hauz Khas,Nehru Place,12.25,44
Rajiv Chowk,Red Fort,47.38,36
Chandni Chowk,Hauz Khas,72.0,49
Chandni Chowk,Connaught Place,31.09,92
India Gate,Hauz Khas,72.88,155
Connaught Place,Nehru Place,55.33,137
Connaught Place,Gurgaon,12.32,120
Delhi University,Hauz Khas,79.69,64
Delhi University,Red Fort,60.43,142
India Gate,Chandni Chowk,17.42,66
Gurgaon,India Gate,52.77,166
Nehru Place,Hauz Khas,35.86,132
India Gate,Connaught Place,89.17,120
Karol Bagh,Rajiv Chowk,35.64,155
Karol Bagh,Connaught Place,94.75,145
Connaught Place,Karol Bagh,59.15,59
Karol Bagh,Gurgaon,39.13,11
Red Fort,Chandni Chowk,83.22,165
Hauz Khas,Rajiv Chowk,72.77,68
Connaught Place,Red Fort,47.26,25
Karol Bagh,Hauz Khas,66.67,19
Chandni Chowk,Nehru Place,80.07,34
Chandni Chowk,Karol Bagh,86.64,118
Nehru Place,Gurgaon,83.48,99
India Gate,Red Fort,24.95,108
Karol Bagh,Chandni Chowk,84.56,55
Rajiv Chowk,Delhi University,15.28,75
Connaught Place,Chandni Chowk,28.02,162
Gurgaon,Delhi University,66.06,135
Red Fort,Connaught Place,20.32,127
Karol Bagh,Red Fort,64.3,18
Hauz Khas,Delhi University,37.72,155
Gurgaon,Chandni Chowk,48.65,131
Gurgaon,Nehru Place,38.36,49
Nehru Place,Chandni Chowk,16.32,94
Red Fort,Karol Bagh,55.07,16
Gurgaon,Karol Bagh,96.72,56
Rajiv Chowk,India Gate,65.06,164
Red Fort,Rajiv Chowk,37.0,89
Delhi University,Connaught Place,96.05,17
Hauz Khas,Connaught Place,45.03,139
Delhi University,Karol Bagh,72.78,38
Nehru Place,Red Fort,67.07,26
Chandni Chowk,Delhi University,95.76,167
Connaught Place,Delhi University,92.31,86
Nehru Place,Rajiv Chowk,23.32,107
Delhi University,India Gate,17.71,139
Red Fort,Delhi University,82.87,167
Gurgaon,Red Fort,91.44,104
Connaught Place,India Gate,54.37,123
Gurgaon,Hauz Khas,72.17,143
Nehru Place,Delhi University,16.28,159
Nehru Place,Connaught Place,29.78,143
Hauz Khas,Red Fort,23.44,98
Delhi University,Gurgaon,64.1,153
India Gate,Karol Bagh,27.78,64
Connaught Place,Hauz Khas,15.39,114
Hauz Khas,Gurgaon,37.2,55
Delhi University,Chandni Chowk,70.95,97
Nehru Place,Karol Bagh,62.01,57
Karol Bagh,Delhi University,39.77,52
Hauz Khas,India Gate,85.01,160
Delhi University,Rajiv Chowk,34.86,42
Rajiv Chowk,Chandni Chowk,33.45,114
Gurgaon,Rajiv Chowk,60.4,69
India Gate,Rajiv Chowk,53.04,57
Red Fort,Gurgaon,50.14,119
Karol Bagh,Nehru Place,24.02,166
Nehru Place,India Gate,55.42,148
India Gate,Gurgaon,33.31,31
Connaught Place,Rajiv Chowk,45.3,131
Red Fort,Nehru Place,76.02,157
Chandni Chowk,Red Fort,94.32,89
Rajiv Chowk,Hauz Khas,79.65,147
Delhi University,Nehru Place,46.51,34
Red Fort,Hauz Khas,63.37,59
India Gate,Nehru Place,77.18,60
Chandni Chowk,Rajiv Chowk,47.28,24
Hauz Khas,Karol Bagh,42.42,110
Rajiv Chowk,Gurgaon,22.17,41
Chandni Chowk,India Gate,76.26,111
Rajiv Chowk,Connaught Place,85.47,39
Rajiv Chowk,Nehru Place,38.49,175
Gurgaon,Connaught Place,80.52,134
India Gate,Delhi University,64.92,90
