Date,Time,Bus Stop,Action,Number of Passengers
2024-09-08,06:10:00,Nehru Place,Boarding,23
2024-09-08,06:15:00,Connaught Place,Deboarding,19
2024-09-08,06:20:00,Delhi University,Boarding,9
2024-09-08,06:25:00,Karol Bagh,Boarding,10
2024-09-08,06:30:00,Chandni Chowk,Deboarding,2
2024-09-08,06:35:00,Nehru Place,Boarding,3
2024-09-08,06:40:00,Hauz Khas,Deboarding,22
2024-09-08,06:45:00,Rajiv Chowk,Boarding,1
2024-09-08,06:50:00,Red Fort,Deboarding,8
2024-09-08,06:55:00,Hauz Khas,Boarding,29
2024-09-08,07:00:00,Rajiv Chowk,Deboarding,28
2024-09-08,07:05:00,Gurgaon,Boarding,6
2024-09-08,07:10:00,Chandni Chowk,Deboarding,18
2024-09-08,07:15:00,Connaught Place,Boarding,8
2024-09-08,07:20:00,Delhi University,Deboarding,11
2024-09-08,07:25:00,Nehru Place,Deboarding,24
2024-09-08,07:30:00,Karol Bagh,Boarding,12
2024-09-08,07:35:00,Rajiv Chowk,Deboarding,21
2024-09-08,07:40:00,Red Fort,Boarding,17
2024-09-08,07:45:00,Red Fort,Boarding,21
2024-09-08,07:50:00,Red Fort,Deboarding,29
2024-09-08,07:55:00,Connaught Place,Deboarding,8
2024-09-08,08:00:00,Karol Bagh,Deboarding,29
2024-09-08,08:05:00,Hauz Khas,Boarding,3
2024-09-08,08:10:00,Hauz Khas,Boarding,14
2024-09-08,08:15:00,Chandni Chowk,Boarding,14
2024-09-08,08:20:00,Red Fort,Deboarding,15
2024-09-08,08:25:00,Delhi University,Boarding,7
2024-09-08,08:30:00,Karol Bagh,Boarding,28
2024-09-08,08:35:00,Karol Bagh,Deboarding,23
2024-09-08,08:40:00,Delhi University,Boarding,14
2024-09-08,08:45:00,Karol Bagh,Boarding,11
2024-09-08,08:50:00,India Gate,Boarding,6
2024-09-08,08:55:00,Rajiv Chowk,Boarding,24
2024-09-08,09:00:00,Connaught Place,Deboarding,29
2024-09-08,09:05:00,Hauz Khas,Deboarding,10
2024-09-08,09:10:00,Nehru Place,Deboarding,5
2024-09-08,09:15:00,Chandni Chowk,Boarding,5
2024-09-08,09:20:00,Karol Bagh,Boarding,25
2024-09-08,09:25:00,Gurgaon,Deboarding,20
2024-09-08,09:30:00,Gurgaon,Boarding,20
2024-09-08,09:35:00,Chandni Chowk,Boarding,22
2024-09-08,09:40:00,Connaught Place,Deboarding,3
2024-09-08,09:45:00,Nehru Place,Boarding,17
2024-09-08,09:50:00,Gurgaon,Deboarding,23
2024-09-08,09:55:00,Rajiv Chowk,Boarding,28
2024-09-08,10:00:00,Hauz Khas,Deboarding,16
2024-09-08,10:05:00,Karol Bagh,Boarding,7
2024-09-08,10:10:00,Chandni Chowk,Boarding,14
2024-09-08,10:15:00,Connaught Place,Deboarding,14
2024-09-08,10:20:00,Chandni Chowk,Boarding,25
2024-09-08,10:25:00,Chandni Chowk,Boarding,6
2024-09-08,10:30:00,Nehru Place,Deboarding,23
2024-09-08,10:35:00,Rajiv Chowk,Deboarding,29
2024-09-08,10:40:00,Chandni Chowk,Deboarding,13
2024-09-08,10:45:00,Connaught Place,Deboarding,24
2024-09-08,10:50:00,Rajiv Chowk,Deboarding,20
2024-09-08,10:55:00,Gurgaon,Boarding,17
2024-09-08,11:00:00,India Gate,Deboarding,15
2024-09-08,11:05:00,Connaught Place,Boarding,17
2024-09-08,11:10:00,Delhi University,Deboarding,24
2024-09-08,11:15:00,Connaught Place,Deboarding,17
2024-09-08,11:20:00,Connaught Place,Boarding,10
2024-09-08,11:25:00,Nehru Place,Deboarding,29
2024-09-08,11:30:00,Red Fort,Deboarding,15
2024-09-08,11:35:00,Karol Bagh,Deboarding,10
2024-09-08,11:40:00,Gurgaon,Boarding,23
2024-09-08,11:45:00,Delhi University,Boarding,15
2024-09-08,11:50:00,Nehru Place,Boarding,24
2024-09-08,11:55:00,Delhi University,Boarding,6
2024-09-08,12:00:00,Gurgaon,Boarding,13
2024-09-08,12:05:00,Hauz Khas,Deboarding,15
2024-09-08,12:10:00,Connaught Place,Boarding,15
2024-09-08,12:15:00,Gurgaon,Boarding,29
2024-09-08,12:20:00,Nehru Place,Boarding,9
2024-09-08,12:25:00,Rajiv Chowk,Boarding,23
2024-09-08,12:30:00,India Gate,Boarding,4
2024-09-08,12:35:00,Nehru Place,Deboarding,3
2024-09-08,12:40:00,Delhi University,Deboarding,24
2024-09-08,12:45:00,Delhi University,Boarding,13
2024-09-08,12:50:00,Delhi University,Deboarding,2
2024-09-08,12:55:00,Karol Bagh,Deboarding,19
2024-09-08,13:00:00,Karol Bagh,Boarding,28
2024-09-08,13:05:00,Karol Bagh,Boarding,25
2024-09-08,13:10:00,Connaught Place,Deboarding,10
2024-09-08,13:15:00,Red Fort,Deboarding,10
2024-09-08,13:20:00,Karol Bagh,Boarding,29
2024-09-08,13:25:00,Karol Bagh,Boarding,1
2024-09-08,13:30:00,Gurgaon,Deboarding,1
2024-09-08,13:35:00,Nehru Place,Deboarding,28
2024-09-08,13:40:00,Nehru Place,Boarding,20
2024-09-08,13:45:00,Nehru Place,Boarding,7
2024-09-08,13:50:00,Gurgaon,Deboarding,15
2024-09-08,13:55:00,Hauz Khas,Deboarding,3
2024-09-08,14:00:00,Gurgaon,Boarding,8
2024-09-08,14:05:00,Delhi University,Deboarding,20
2024-09-08,14:10:00,Delhi University,Boarding,2
2024-09-08,14:15:00,Karol Bagh,Boarding,2
2024-09-08,14:20:00,Rajiv Chowk,Boarding,5
2024-09-08,14:25:00,Connaught Place,Deboarding,11
2024-09-08,14:30:00,India Gate,Boarding,4
2024-09-08,14:35:00,Hauz Khas,Boarding,6
2024-09-08,14:40:00,Red Fort,Boarding,15
2024-09-08,14:45:00,Gurgaon,Deboarding,30
2024-09-08,14:50:00,Connaught Place,Boarding,25
2024-09-08,14:55:00,Red Fort,Deboarding,12
2024-09-08,15:00:00,Hauz Khas,Boarding,25
2024-09-08,15:05:00,Hauz Khas,Boarding,10
2024-09-08,15:10:00,Nehru Place,Boarding,4
2024-09-08,15:15:00,Red Fort,Deboarding,17
2024-09-08,15:20:00,Hauz Khas,Boarding,23
2024-09-08,15:25:00,Chandni Chowk,Boarding,4
2024-09-08,15:30:00,Gurgaon,Boarding,16
2024-09-08,15:35:00,Gurgaon,Deboarding,14
2024-09-08,15:40:00,Gurgaon,Deboarding,9
2024-09-08,15:45:00,Delhi University,Deboarding,30
2024-09-08,15:50:00,Karol Bagh,Deboarding,17
2024-09-08,15:55:00,Nehru Place,Deboarding,26
2024-09-08,16:00:00,Karol Bagh,Boarding,23
2024-09-08,16:05:00,Red Fort,Boarding,1
2024-09-08,16:10:00,India Gate,Boarding,15
2024-09-08,16:15:00,India Gate,Boarding,26
2024-09-08,16:20:00,Gurgaon,Deboarding,14
2024-09-08,16:25:00,Connaught Place,Deboarding,12
2024-09-08,16:30:00,Delhi University,Boarding,1
2024-09-08,16:35:00,Chandni Chowk,Deboarding,9
2024-09-08,16:40:00,India Gate,Deboarding,10
2024-09-08,16:45:00,Delhi University,Deboarding,25
2024-09-08,16:50:00,Connaught Place,Boarding,22
2024-09-08,16:55:00,Rajiv Chowk,Deboarding,13
2024-09-08,17:00:00,Gurgaon,Boarding,27
2024-09-08,17:05:00,Karol Bagh,Boarding,11
2024-09-08,17:10:00,Rajiv Chowk,Deboarding,30
2024-09-08,17:15:00,Nehru Place,Boarding,21
2024-09-08,17:20:00,Karol Bagh,Deboarding,5
2024-09-08,17:25:00,Nehru Place,Deboarding,15
2024-09-08,17:30:00,Hauz Khas,Boarding,27
2024-09-08,17:35:00,Delhi University,Deboarding,19
2024-09-08,17:40:00,Rajiv Chowk,Boarding,7
2024-09-08,17:45:00,Gurgaon,Deboarding,26
2024-09-08,17:50:00,Rajiv Chowk,Boarding,5
2024-09-08,17:55:00,Red Fort,Boarding,11
2024-09-08,18:00:00,Hauz Khas,Boarding,19
2024-09-08,18:05:00,Gurgaon,Deboarding,6
2024-09-08,18:10:00,Gurgaon,Boarding,28
2024-09-08,18:15:00,Red Fort,Deboarding,23
2024-09-08,18:20:00,Connaught Place,Deboarding,14
2024-09-08,18:25:00,India Gate,Deboarding,29
2024-09-08,18:30:00,Chandni Chowk,Deboarding,15
2024-09-08,18:35:00,Red Fort,Boarding,17
2024-09-08,18:40:00,Red Fort,Boarding,4
2024-09-08,18:45:00,Rajiv Chowk,Boarding,25
2024-09-08,18:50:00,Chandni Chowk,Boarding,15
2024-09-08,18:55:00,Delhi University,Boarding,26
2024-09-08,19:00:00,Nehru Place,Boarding,7
2024-09-08,19:05:00,Rajiv Chowk,Deboarding,24
2024-09-08,19:10:00,Delhi University,Deboarding,25
2024-09-08,19:15:00,Rajiv Chowk,Boarding,25
2024-09-08,19:20:00,India Gate,Boarding,7
2024-09-08,19:25:00,Connaught Place,Deboarding,13
2024-09-08,19:30:00,Delhi University,Boarding,1
2024-09-08,19:35:00,Red Fort,Boarding,22
2024-09-08,19:40:00,Gurgaon,Boarding,11
2024-09-08,19:45:00,Nehru Place,Boarding,4
2024-09-08,19:50:00,Delhi University,Deboarding,1
2024-09-08,19:55:00,Gurgaon,Deboarding,21
2024-09-08,20:00:00,Chandni Chowk,Deboarding,7
2024-09-08,20:05:00,Chandni Chowk,Deboarding,9
2024-09-08,20:10:00,Delhi University,Deboarding,25
2024-09-08,20:15:00,Nehru Place,Boarding,9
2024-09-08,20:20:00,Karol Bagh,Boarding,9
2024-09-08,20:25:00,India Gate,Boarding,20
2024-09-08,20:30:00,Delhi University,Boarding,7
2024-09-08,20:35:00,Delhi University,Deboarding,18
2024-09-08,20:40:00,Rajiv Chowk,Deboarding,5
2024-09-08,20:45:00,Red Fort,Boarding,6
2024-09-08,20:50:00,India Gate,Deboarding,20
2024-09-08,20:55:00,Rajiv Chowk,Deboarding,2
2024-09-08,21:00:00,Karol Bagh,Boarding,16
2024-09-08,21:05:00,Connaught Place,Boarding,13
2024-09-08,21:10:00,Connaught Place,Boarding,14
2024-09-08,21:15:00,Hauz Khas,Boarding,23
2024-09-08,21:20:00,Gurgaon,Deboarding,20
2024-09-08,21:25:00,Rajiv Chowk,Deboarding,11
2024-09-08,21:30:00,Chandni Chowk,Boarding,30
2024-09-08,21:35:00,Nehru Place,Boarding,3
2024-09-08,21:40:00,Nehru Place,Boarding,15
2024-09-08,21:45:00,Red Fort,Deboarding,16
2024-09-08,21:50:00,Chandni Chowk,Boarding,5
2024-09-08,21:55:00,Gurgaon,Deboarding,30
2024-09-08,22:00:00,Rajiv Chowk,Deboarding,6
2024-09-08,22:05:00,Rajiv Chowk,Deboarding,15
2024-09-08,22:10:00,Nehru Place,Boarding,3
2024-09-08,22:15:00,Nehru Place,Boarding,12
2024-09-08,22:20:00,Nehru Place,Deboarding,28
2024-09-08,22:25:00,Karol Bagh,Deboarding,25
2024-09-08,22:30:00,Rajiv Chowk,Boarding,17
2024-09-08,22:35:00,India Gate,Deboarding,27
2024-09-08,22:40:00,India Gate,Deboarding,18
2024-09-08,22:45:00,India Gate,Deboarding,18
2024-09-08,22:50:00,Nehru Place,Deboarding,19
2024-09-08,22:55:00,Hauz Khas,Boarding,20
2024-09-08,23:00:00,Chandni Chowk,Boarding,16
2024-09-08,23:05:00,Hauz Khas,Boarding,11
2024-09-08,23:10:00,Chandni Chowk,Deboarding,26
2024-09-08,23:15:00,Hauz Khas,Deboarding,18
2024-09-08,23:20:00,Chandni Chowk,Boarding,22
2024-09-08,23:25:00,India Gate,Deboarding,4
2024-09-08,23:30:00,Gurgaon,Deboarding,11
2024-09-08,23:35:00,Delhi University,Boarding,27
2024-09-08,23:40:00,Nehru Place,Boarding,10
2024-09-08,23:45:00,Hauz Khas,Boarding,20
2024-09-08,23:50:00,India Gate,Deboarding,11
2024-09-08,23:55:00,Nehru Place,Boarding,3
2024-09-09,00:00:00,Chandni Chowk,Boarding,29
2024-09-09,00:05:00,Gurgaon,Boarding,25
2024-09-09,00:10:00,Karol Bagh,Boarding,15
2024-09-09,00:15:00,Delhi University,Deboarding,13
2024-09-09,00:20:00,Gurgaon,Deboarding,7
2024-09-09,00:25:00,Chandni Chowk,Deboarding,10
2024-09-09,00:30:00,Gurgaon,Deboarding,30
2024-09-09,00:35:00,Hauz Khas,Deboarding,3
2024-09-09,00:40:00,Gurgaon,Boarding,20
2024-09-09,00:45:00,Delhi University,Deboarding,28
2024-09-09,00:50:00,Karol Bagh,Deboarding,2
2024-09-09,00:55:00,Rajiv Chowk,Boarding,1
2024-09-09,01:00:00,Delhi University,Deboarding,4
2024-09-09,01:05:00,Red Fort,Boarding,8
2024-09-09,01:10:00,Hauz Khas,Deboarding,21
2024-09-09,01:15:00,Rajiv Chowk,Deboarding,13
2024-09-09,01:20:00,Hauz Khas,Deboarding,18
2024-09-09,01:25:00,Chandni Chowk,Boarding,16
2024-09-09,01:30:00,Karol Bagh,Boarding,18
2024-09-09,01:35:00,Hauz Khas,Deboarding,27
2024-09-09,01:40:00,Hauz Khas,Boarding,10
2024-09-09,01:45:00,Karol Bagh,Boarding,1
2024-09-09,01:50:00,India Gate,Boarding,5
2024-09-09,01:55:00,Nehru Place,Deboarding,5
2024-09-09,02:00:00,India Gate,Boarding,21
2024-09-09,02:05:00,Hauz Khas,Deboarding,29
2024-09-09,02:10:00,Gurgaon,Deboarding,20
2024-09-09,02:15:00,Karol Bagh,Deboarding,17
2024-09-09,02:20:00,Hauz Khas,Deboarding,13
2024-09-09,02:25:00,Rajiv Chowk,Boarding,6
2024-09-09,02:30:00,Hauz Khas,Boarding,19
2024-09-09,02:35:00,Nehru Place,Boarding,23
2024-09-09,02:40:00,Delhi University,Deboarding,14
2024-09-09,02:45:00,Delhi University,Deboarding,2
2024-09-09,02:50:00,Connaught Place,Deboarding,23
2024-09-09,02:55:00,Rajiv Chowk,Boarding,19
2024-09-09,03:00:00,Nehru Place,Boarding,5
2024-09-09,03:05:00,Delhi University,Deboarding,15
2024-09-09,03:10:00,Delhi University,Boarding,17
2024-09-09,03:15:00,Gurgaon,Boarding,8
2024-09-09,03:20:00,Nehru Place,Boarding,22
2024-09-09,03:25:00,Delhi University,Deboarding,20
2024-09-09,03:30:00,Connaught Place,Deboarding,18
2024-09-09,03:35:00,Connaught Place,Deboarding,15
2024-09-09,03:40:00,Delhi University,Deboarding,19
2024-09-09,03:45:00,Rajiv Chowk,Deboarding,12
2024-09-09,03:50:00,Red Fort,Deboarding,6
2024-09-09,03:55:00,Connaught Place,Deboarding,24
2024-09-09,04:00:00,Gurgaon,Deboarding,2
2024-09-09,04:05:00,Nehru Place,Boarding,19
2024-09-09,04:10:00,Connaught Place,Deboarding,26
2024-09-09,04:15:00,Gurgaon,Boarding,10
2024-09-09,04:20:00,Nehru Place,Boarding,5
2024-09-09,04:25:00,Delhi University,Boarding,28
2024-09-09,04:30:00,Red Fort,Deboarding,5
2024-09-09,04:35:00,Gurgaon,Deboarding,9
2024-09-09,04:40:00,Red Fort,Boarding,24
2024-09-09,04:45:00,India Gate,Boarding,30
2024-09-09,04:50:00,Gurgaon,Boarding,22
2024-09-09,04:55:00,Nehru Place,Deboarding,26
2024-09-09,05:00:00,Karol Bagh,Deboarding,26
2024-09-09,05:05:00,Chandni Chowk,Deboarding,6
2024-09-09,05:10:00,Delhi University,Boarding,11
2024-09-09,05:15:00,India Gate,Boarding,20
2024-09-09,05:20:00,Karol Bagh,Deboarding,25
2024-09-09,05:25:00,Hauz Khas,Deboarding,8
2024-09-09,05:30:00,Nehru Place,Boarding,7
2024-09-09,05:35:00,Gurgaon,Deboarding,2
2024-09-09,05:40:00,Red Fort,Boarding,2
2024-09-09,05:45:00,Karol Bagh,Deboarding,13
2024-09-09,05:50:00,Nehru Place,Deboarding,16
2024-09-09,05:55:00,Delhi University,Boarding,13
2024-09-09,06:00:00,Hauz Khas,Deboarding,9
2024-09-09,06:05:00,Karol Bagh,Deboarding,1
2024-09-09,06:10:00,Red Fort,Deboarding,13
2024-09-09,06:15:00,Rajiv Chowk,Boarding,4
2024-09-09,06:20:00,Delhi University,Deboarding,28
2024-09-09,06:25:00,Hauz Khas,Deboarding,11
2024-09-09,06:30:00,Red Fort,Deboarding,26
2024-09-09,06:35:00,India Gate,Deboarding,21
2024-09-09,06:40:00,Gurgaon,Deboarding,15
2024-09-09,06:45:00,Chandni Chowk,Boarding,17
2024-09-09,06:50:00,Rajiv Chowk,Boarding,11
2024-09-09,06:55:00,Delhi University,Boarding,22
2024-09-09,07:00:00,Connaught Place,Boarding,1
2024-09-09,07:05:00,Hauz Khas,Boarding,17
2024-09-09,07:10:00,India Gate,Deboarding,12
2024-09-09,07:15:00,Chandni Chowk,Deboarding,9
2024-09-09,07:20:00,Chandni Chowk,Boarding,1
2024-09-09,07:25:00,Gurgaon,Boarding,2
2024-09-09,07:30:00,Gurgaon,Boarding,20
2024-09-09,07:35:00,India Gate,Boarding,3
2024-09-09,07:40:00,Gurgaon,Boarding,13
2024-09-09,07:45:00,Gurgaon,Boarding,29
2024-09-09,07:50:00,India Gate,Boarding,9
2024-09-09,07:55:00,Red Fort,Deboarding,22
2024-09-09,08:00:00,India Gate,Deboarding,30
2024-09-09,08:05:00,Red Fort,Deboarding,23
2024-09-09,08:10:00,Rajiv Chowk,Deboarding,6
2024-09-09,08:15:00,India Gate,Deboarding,25
2024-09-09,08:20:00,Connaught Place,Deboarding,13
2024-09-09,08:25:00,Rajiv Chowk,Boarding,9
2024-09-09,08:30:00,Red Fort,Boarding,15
2024-09-09,08:35:00,India Gate,Deboarding,30
2024-09-09,08:40:00,Chandni Chowk,Deboarding,6
2024-09-09,08:45:00,Nehru Place,Boarding,5
2024-09-09,08:50:00,Delhi University,Deboarding,7
2024-09-09,08:55:00,Gurgaon,Boarding,30
2024-09-09,09:00:00,Nehru Place,Deboarding,4
2024-09-09,09:05:00,Connaught Place,Boarding,3
2024-09-09,09:10:00,Gurgaon,Deboarding,25
2024-09-09,09:15:00,Nehru Place,Boarding,29
2024-09-09,09:20:00,Nehru Place,Boarding,21
2024-09-09,09:25:00,Connaught Place,Boarding,22
2024-09-09,09:30:00,Hauz Khas,Deboarding,5
2024-09-09,09:35:00,Rajiv Chowk,Deboarding,19
2024-09-09,09:40:00,Connaught Place,Deboarding,16
2024-09-09,09:45:00,Hauz Khas,Deboarding,28
2024-09-09,09:50:00,India Gate,Boarding,1
2024-09-09,09:55:00,Hauz Khas,Deboarding,4
2024-09-09,10:00:00,Gurgaon,Deboarding,11
2024-09-09,10:05:00,Red Fort,Deboarding,2
2024-09-09,10:10:00,India Gate,Deboarding,18
2024-09-09,10:15:00,Rajiv Chowk,Boarding,27
2024-09-09,10:20:00,Nehru Place,Deboarding,21
2024-09-09,10:25:00,Chandni Chowk,Boarding,18
2024-09-09,10:30:00,Connaught Place,Deboarding,22
2024-09-09,10:35:00,Chandni Chowk,Deboarding,23
2024-09-09,10:40:00,Hauz Khas,Boarding,21
2024-09-09,10:45:00,Rajiv Chowk,Deboarding,3
2024-09-09,10:50:00,Nehru Place,Boarding,5
2024-09-09,10:55:00,Connaught Place,Boarding,1
2024-09-09,11:00:00,Gurgaon,Boarding,16
2024-09-09,11:05:00,Hauz Khas,Boarding,26
2024-09-09,11:10:00,Delhi University,Deboarding,16
2024-09-09,11:15:00,Delhi University,Deboarding,1
2024-09-09,11:20:00,Connaught Place,Deboarding,2
2024-09-09,11:25:00,Rajiv Chowk,Boarding,13
2024-09-09,11:30:00,India Gate,Boarding,26
2024-09-09,11:35:00,Delhi University,Deboarding,22
2024-09-09,11:40:00,Delhi University,Boarding,24
2024-09-09,11:45:00,Gurgaon,Boarding,30
2024-09-09,11:50:00,India Gate,Boarding,24
2024-09-09,11:55:00,Karol Bagh,Deboarding,21
2024-09-09,12:00:00,Connaught Place,Deboarding,30
2024-09-09,12:05:00,Gurgaon,Boarding,8
2024-09-09,12:10:00,Karol Bagh,Boarding,6
2024-09-09,12:15:00,Connaught Place,Deboarding,27
2024-09-09,12:20:00,India Gate,Deboarding,20
2024-09-09,12:25:00,Karol Bagh,Boarding,27
2024-09-09,12:30:00,India Gate,Boarding,16
2024-09-09,12:35:00,Gurgaon,Boarding,3
2024-09-09,12:40:00,Chandni Chowk,Deboarding,11
2024-09-09,12:45:00,Hauz Khas,Deboarding,4
2024-09-09,12:50:00,Gurgaon,Boarding,11
2024-09-09,12:55:00,Chandni Chowk,Boarding,19
2024-09-09,13:00:00,Karol Bagh,Deboarding,3
2024-09-09,13:05:00,India Gate,Deboarding,5
2024-09-09,13:10:00,Hauz Khas,Boarding,23
2024-09-09,13:15:00,Rajiv Chowk,Boarding,15
2024-09-09,13:20:00,Chandni Chowk,Boarding,5
2024-09-09,13:25:00,India Gate,Deboarding,25
2024-09-09,13:30:00,Karol Bagh,Boarding,29
2024-09-09,13:35:00,Nehru Place,Boarding,1
2024-09-09,13:40:00,Connaught Place,Boarding,30
2024-09-09,13:45:00,India Gate,Deboarding,14
2024-09-09,13:50:00,Nehru Place,Boarding,7
2024-09-09,13:55:00,Karol Bagh,Deboarding,17
2024-09-09,14:00:00,Nehru Place,Deboarding,8
2024-09-09,14:05:00,Karol Bagh,Boarding,20
2024-09-09,14:10:00,Karol Bagh,Deboarding,20
2024-09-09,14:15:00,India Gate,Deboarding,12
2024-09-09,14:20:00,Hauz Khas,Boarding,18
2024-09-09,14:25:00,Chandni Chowk,Boarding,4
2024-09-09,14:30:00,Delhi University,Boarding,20
2024-09-09,14:35:00,Rajiv Chowk,Boarding,15
2024-09-09,14:40:00,Chandni Chowk,Deboarding,2
2024-09-09,14:45:00,Chandni Chowk,Boarding,26
2024-09-09,14:50:00,Karol Bagh,Deboarding,16
2024-09-09,14:55:00,Karol Bagh,Boarding,22
2024-09-09,15:00:00,Connaught Place,Boarding,21
2024-09-09,15:05:00,Rajiv Chowk,Deboarding,7
2024-09-09,15:10:00,Hauz Khas,Deboarding,11
2024-09-09,15:15:00,Gurgaon,Deboarding,2
2024-09-09,15:20:00,India Gate,Boarding,30
2024-09-09,15:25:00,Delhi University,Boarding,6
2024-09-09,15:30:00,Connaught Place,Deboarding,17
2024-09-09,15:35:00,India Gate,Boarding,29
2024-09-09,15:40:00,Chandni Chowk,Deboarding,19
2024-09-09,15:45:00,Gurgaon,Deboarding,14
2024-09-09,15:50:00,Chandni Chowk,Deboarding,8
2024-09-09,15:55:00,India Gate,Deboarding,8
2024-09-09,16:00:00,India Gate,Boarding,24
2024-09-09,16:05:00,Hauz Khas,Boarding,13
2024-09-09,16:10:00,Chandni Chowk,Boarding,16
2024-09-09,16:15:00,Gurgaon,Deboarding,2
2024-09-09,16:20:00,Hauz Khas,Boarding,7
2024-09-09,16:25:00,Gurgaon,Deboarding,6
2024-09-09,16:30:00,Hauz Khas,Deboarding,5
2024-09-09,16:35:00,Nehru Place,Boarding,21
2024-09-09,16:40:00,Rajiv Chowk,Deboarding,7
2024-09-09,16:45:00,Rajiv Chowk,Boarding,2
2024-09-09,16:50:00,Gurgaon,Boarding,9
2024-09-09,16:55:00,Karol Bagh,Boarding,28
2024-09-09,17:00:00,Nehru Place,Deboarding,14
2024-09-09,17:05:00,Karol Bagh,Deboarding,8
2024-09-09,17:10:00,Red Fort,Boarding,26
2024-09-09,17:15:00,Gurgaon,Boarding,19
2024-09-09,17:20:00,Delhi University,Boarding,3
2024-09-09,17:25:00,Hauz Khas,Deboarding,28
2024-09-09,17:30:00,Chandni Chowk,Deboarding,27
2024-09-09,17:35:00,Nehru Place,Deboarding,1
2024-09-09,17:40:00,Hauz Khas,Boarding,8
2024-09-09,17:45:00,Rajiv Chowk,Deboarding,19
2024-09-09,17:50:00,Chandni Chowk,Boarding,30
2024-09-09,17:55:00,Gurgaon,Boarding,14
2024-09-09,18:00:00,Connaught Place,Boarding,16
2024-09-09,18:05:00,Delhi University,Boarding,14
2024-09-09,18:10:00,Delhi University,Deboarding,16
2024-09-09,18:15:00,India Gate,Deboarding,16
2024-09-09,18:20:00,Chandni Chowk,Boarding,18
2024-09-09,18:25:00,Connaught Place,Deboarding,7
2024-09-09,18:30:00,Karol Bagh,Deboarding,10
2024-09-09,18:35:00,Chandni Chowk,Boarding,1
2024-09-09,18:40:00,Nehru Place,Deboarding,6
2024-09-09,18:45:00,Nehru Place,Boarding,15
2024-09-09,18:50:00,Nehru Place,Boarding,28
2024-09-09,18:55:00,Hauz Khas,Boarding,26
2024-09-09,19:00:00,Rajiv Chowk,Deboarding,23
2024-09-09,19:05:00,Connaught Place,Boarding,13
2024-09-09,19:10:00,Rajiv Chowk,Boarding,10
2024-09-09,19:15:00,Hauz Khas,Deboarding,23
2024-09-09,19:20:00,Gurgaon,Boarding,26
2024-09-09,19:25:00,India Gate,Deboarding,24
2024-09-09,19:30:00,Connaught Place,Deboarding,29
2024-09-09,19:35:00,Connaught Place,Boarding,13
2024-09-09,19:40:00,Rajiv Chowk,Deboarding,20
2024-09-09,19:45:00,Connaught Place,Deboarding,12
2024-09-09,19:50:00,Karol Bagh,Boarding,18
2024-09-09,19:55:00,Chandni Chowk,Boarding,11
2024-09-09,20:00:00,Chandni Chowk,Boarding,21
2024-09-09,20:05:00,Nehru Place,Boarding,25
2024-09-09,20:10:00,Chandni Chowk,Deboarding,12
2024-09-09,20:15:00,Red Fort,Deboarding,9
2024-09-09,20:20:00,Connaught Place,Boarding,12
2024-09-09,20:25:00,Rajiv Chowk,Deboarding,16
2024-09-09,20:30:00,Delhi University,Boarding,16
2024-09-09,20:35:00,Delhi University,Deboarding,15
2024-09-09,20:40:00,Gurgaon,Deboarding,26
2024-09-09,20:45:00,India Gate,Boarding,29
2024-09-09,20:50:00,Nehru Place,Boarding,3
2024-09-09,20:55:00,Hauz Khas,Boarding,10
2024-09-09,21:00:00,India Gate,Boarding,6
2024-09-09,21:05:00,Red Fort,Boarding,23
2024-09-09,21:10:00,Karol Bagh,Deboarding,5
2024-09-09,21:15:00,Chandni Chowk,Boarding,10
2024-09-09,21:20:00,Hauz Khas,Boarding,16
2024-09-09,21:25:00,Rajiv Chowk,Deboarding,15
2024-09-09,21:30:00,Connaught Place,Deboarding,7
2024-09-09,21:35:00,India Gate,Boarding,28
2024-09-09,21:40:00,Chandni Chowk,Deboarding,14
2024-09-09,21:45:00,Gurgaon,Deboarding,21
2024-09-09,21:50:00,Rajiv Chowk,Deboarding,19
2024-09-09,21:55:00,Delhi University,Deboarding,15
2024-09-09,22:00:00,Red Fort,Boarding,29
2024-09-09,22:05:00,Red Fort,Boarding,26
2024-09-09,22:10:00,Red Fort,Boarding,16
2024-09-09,22:15:00,Rajiv Chowk,Deboarding,25
2024-09-09,22:20:00,Connaught Place,Boarding,12
2024-09-09,22:25:00,Red Fort,Deboarding,6
2024-09-09,22:30:00,Gurgaon,Boarding,23
2024-09-09,22:35:00,Delhi University,Deboarding,6
2024-09-09,22:40:00,Karol Bagh,Boarding,6
2024-09-09,22:45:00,Chandni Chowk,Boarding,2
2024-09-09,22:50:00,Rajiv Chowk,Boarding,15
2024-09-09,22:55:00,Red Fort,Deboarding,6
2024-09-09,23:00:00,Chandni Chowk,Boarding,22
2024-09-09,23:05:00,Rajiv Chowk,Deboarding,5
2024-09-09,23:10:00,Rajiv Chowk,Deboarding,18
2024-09-09,23:15:00,Karol Bagh,Deboarding,4
2024-09-09,23:20:00,Connaught Place,Deboarding,30
2024-09-09,23:25:00,Nehru Place,Boarding,15
2024-09-09,23:30:00,Rajiv Chowk,Boarding,1
2024-09-09,23:35:00,Delhi University,Deboarding,21
2024-09-09,23:40:00,Red Fort,Deboarding,29
2024-09-09,23:45:00,Red Fort,Boarding,26
2024-09-09,23:50:00,Gurgaon,Deboarding,11
2024-09-09,23:55:00,India Gate,Deboarding,29
